url,category,title,author,description,date,place,date_from,date_to
/TR20,NOTRE SEIGNEUR,LA NATIVITÉ DE NOTRE-SEIGNEUR (2),M. l’abbé P. TROADEC,"Série de 7 conférences
Vie de Notre-Seigneur.",20.11.1995,"Institut Universitaire St-Grégoire le Grand, Lyon",20.11.1995,
/TR24,NOTRE SEIGNEUR,LA RÉSURRECTION DE NOTRE SEIGNEUR (6),M. l’abbé P. TROADEC,"Série de 7 conférences
Vie de Notre-Seigneur.",20.04.1996,"Institut Universitaire St-Grégoire le Grand, Lyon",20.04.1996,
/tr25,NOTRE SEIGNEUR,LA VIE DE NOTRE-SEIGNEUR AU CIEL (7),M. l’abbé P. TROADEC,"Série de 7 conférences
Vie de Notre-Seigneur.",20.05.1996,"Institut Universitaire St-Grégoire le Grand, Lyon",20.05.1996,
/tr22,NOTRE SEIGNEUR,LA VIE PUBLIQUE DE NOTRE-SEIGNEUR (4),M. l’abbé P. TROADEC,"Série de 7 conférences
Vie de Notre-Seigneur.",20.02.1996,"Institut Universitaire St-Grégoire le Grand, Lyon",20.02.1996,
/tr31,NOTRE SEIGNEUR,MEDITATIONS SUR NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé P. TROADEC,,28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/tr28,NOTRE SEIGNEUR,NOTRE PARTICIPATION À LA ROYAUTÉ ET AU SACRIFICE DU CHRIST,M. l’abbé P. TROADEC,,06.06 et 03.02.1992,"Institut Universitaire St-Grégoire le Grand, Lyon",,
/tr27,NOTRE SEIGNEUR,NOTRE PARTICIPATION À LA SAINTETÉ ET À LA CONSÉCRATION DU CHRIST,M. l’abbé P. TROADEC,,18.11 et 16.12.1991,"Institut Universitaire St-Grégoire le Grand, Lyon",,
/tr21,NOTRE SEIGNEUR,NOTRE-SEIGNEUR JÉSUS-CHRIST (3),M. l’abbé P. TROADEC,"Série de 7 conférences
Vie de Notre-Seigneur.",20.11.1995,"Institut Universitaire St-Grégoire le Grand, Lyon",20.11.1995,
/a05,PASSION,LA PASSION DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé J.-P. ANDRÉ,,09.07.1993,Le Treilhou,09.07.1993,
/a07,PASSION,LE CHEMIN DE CROIX,M. l’abbé J.-P. ANDRÉ,,09.07.1993,Le Treilhou,09.07.1993,
/a15,PASSION,LES ANNONCES DE LA PASSION - POURQUOI LA PASSION ? - POURQUOI LA MORT DU SAUVEUR SUR UNE CROIX ?,M. l’abbé J.-P. ANDRE,Conférences de carême.,11 - 12 - 13.04.2003,Chartres,11.04.2003,13.04.2003
/ba19,PASSION,RÉFLEXION SUR LES ÉVANGILES DE LA PASSION,M. l’abbé J. BAYOT,,10.04.1995,"Institut Universitaire St Pie X, Paris",10.04.1995,
/BAUD10,PASSION,LA PASSION DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé BAUDOT,Retraite de vie chrétienne.,1999 - 2005,Flavigny,,31.12.2005
/BAUD21,PASSION,LA PASSION DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé BAUDOT,Retraite de vie chrétienne.,22 - 28.07.2008,Flavigny,22.07.2008,28.07.2008
/BAUD23,PASSION,LA PASSION ET LA CROIX DANS LA VIE CHRÉTIENNE - LE ROSAIRE,M. l’abbé BAUDOT,Retraite de vie chrétienne.,22 - 28.07.2008,Flavigny,22.07.2008,28.07.2008
/beau05,PASSION,"LA PASSION DE NOTRE SEIGNEUR JÉSUS-CHRIST – LA LITURGIE, SOURCE DE VIE INTÉRIEURE",M. l’abbé BEAUBLAT,Retraite de vie chrétienne.,07.2004,Flavigny,01.07.2004,31.07.2004
/beau06,PASSION,LA PASSION ET LA CROIX DANS LA VIE CHRÉTIENNE,M. l’abbé BEAUBLAT,Retraite de vie chrétienne.,07.2004,Flavigny,01.07.2004,31.07.2004
/BOUR11,PASSION,LA PASSION DE NOTRE SEIGNEUR JÉSUS-CHRIST – CONCLUSION DE RETRAITE,M. l’abbé BOURRAT,Retraite de vie chrétienne.,22 - 28.07.2006,Flavigny,22.07.2006,28.07.2006
/bour08,PASSION,PASSION ET CROIX DANS LA VIE CHRÉTIENNE,M. l’abbé BOURRAT,Retraite de vie chrétienne.,25 - 30.07.2004,Flavigny,25.07.2004,30.07.2004
/BR1,PASSION,LE SAINT SUAIRE DE TURIN : PREUVE DE LA MORTE ET LDE LA RÉSURCTION DU CHRIST,Frère B. BONNET-EYMARD,Conférence historique et scientifique.,,Josselin,,
/BR3,PASSION,LE SAINT SUAIRE EST AUTHENTIQUE,Frère B. BONNET-EYMARD,"Études scientifiques, après l’épreuve au carbone.",25.11.1990,"Paris, Salles de la Mutualité.",25.11.1990,
/DOM1,PASSION,LES RELIQUES DE LA PASSION DU CHRIST,M. B. de DOMPSURE,"IIème Colloque de l’Institut Saint Grégoire le Grand
“2000 ans de christianisme, questions actuelles”",18.03.2000,"Institut Universitaire St Grégoire le Grand, Lyon",18.03.2000,
/epi05,PASSION,CHEMIN DE CROIX,M. l’abbé P. EPINEY,,10.11.1991,Riddes,10.11.1991,
/epi01,PASSION,CHEMIN DE CROIX – CHAPELET EN LATIN,M. l’abbé P. EPINEY,"1) Récollection à Riddes.
2) Chapelet par les séminaristes de Zaitzkofen.",,Riddes,,
/EPI10,PASSION,CHEMIN DE CROIX – SALUT DU SAINT SACREMENT – ORGUE,M. l’abbé P. EPINEY,,,Riddes,,
/epi07,PASSION,CHEMIN DE CROIX ET SALUT DU TRÈS SAINT SACREMENT,M. l’abbé P. EPINEY,,27.11.1994,Riddes,27.11.1994,
/epi03,PASSION,LES SAINTES PLAIES DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé P. EPINEY,,01.04.1990,CAROUGE,01.04.1990,
/epi02,PASSION,MEDITATION SUR LE CHEMIN DE CROIX,M. l’abbé P. EPINEY,,1988,Riddes,01.01.1988,31.12.1988
/jj07,PASSION,LA PASSION DE NOTRE SEIGNEUR JÉSUS-CHRIST,Rév. père Jean-Joseph,Retraite de vie chrétienne.,23 - 29.07.2005,Flavigny,23.07.2005,29.07.2005
/lov15,PASSION,LA CROIX DE JÉSUS,M. l’abbé Ph. LOVEY,6 Conférences de Carême.,2007,"Sion, Église de la Saint Famille",01.01.2007,31.12.2007
/MA1,PASSION,LA PASSION DE NOTRE SEIGNEUR JESUS-CHRIST,Rev. Pere J.J. MARZIAC,Conférence de retraite.,,"Le Treilhou, Caussade",,
/rs18,PASSION,LA PASSION ET LA CROIX DANS LA VIE CHRÉTIENNE,Retraite spirituelle 2015,"de vie chrétienne,
par le Rév. père Pierre",25-31.07.2015,Flavigny,25.07.2015,31.07.2015
/TAE1,PASSION,LE SAINT SUAIRE DE TURIN ET LE CARBONE 14,MM. D. TASSOT et G. EDEL,,04.12.1989,"Instit. Universitaire St-Pie X, Paris",04.12.1989,
/tho03,PASSION,LA PASSION DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé THOUVENOT,Conférence de vie Chrétienne. Conférence no 13.,25 - 30.07.2004,Flavigny,25.07.2004,30.07.2004
/THO11,PASSION,LA PASSION DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé THOUVENOT,Retraite de vie Chrétienne.,21 - 27.07.2007,Flavigny,21.07.2007,27.07.2007
/tou08,PASSION,L'ÉCRITURE SAINTE - LA PASSION DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé Ph. TOULZA,Retraite de vie Chrétienne. Conférences no 5 - 13.,22 - 27.07.2002,Flavigny,22.07.2002,27.07.2002
/tr23,PASSION,LA PASSION DE NOTRE-SEIGNEUR (5),M. l’abbé P. TROADEC,"Série de 7 conférences
Vie de Notre-Seigneur.",20.03.1996,"Institut Universitaire St-Grégoire le Grand, Lyon",20.03.1996,
/tr34,PASSION,LA PASSION DE NOTRE-SEIGNEUR JÉSUS-CHRIST,M. l’abbé P. TROADEC,-,28.07 - 01.08.1997,Pouilly-en-Auxois,28.07.1997,01.08.1997
/tr56,PASSION,LA PASSION ET LA CROIX DANS LA VIE CHRÉTIENNE,M. l’abbé P. TROADEC,Retraite de vie Chrétienne. Conférence no 18.,22 - 27.07.2002,Flavigny,22.07.2002,27.07.2002
/tr40,PASSION,MÉDITATION DE LA PASSION DE NOTRE SEIGNEUR JÉSUS-CHRIST,M. l’abbé P. TROADEC,Retraite de vie Chrétienne.,26.07 - 01.08.1998,Pouilly-en-Auxois,26.07.1998,01.08.1998
/tr74,PASSION,PASSION ET CROIX DANS LA VIE CHRÉTIENNE,M. l’abbé P. TROADEC,Retraite de la vie Chrétienne.,22 - 28.07.2006,Flavigny,22.07.2006,28.07.2006
/BER1,PHILOSOPHIE,LA PHILOSOPHIE DE LA RÉVOLUTION ET LES DROITS DE L'HOMME,M. l'Amiral M. Berger,,10.11.1993,Lauzon (Canada),10.11.1993,
/cou09,PHILOSOPHIE,DESCARTES,M. E. COUVERT,,06.03.1995,"Institut Universitaire St Grégoire le Grand, Lyon",06.03.1995,
/cou08,PHILOSOPHIE,LA RENAISSANCE DU THOMISME,M. E. COUVERT,,15.11.1993,"Institut Universitaire St Grégoire le Grand, Lyon",15.11.1993,
/CT1,PHILOSOPHIE,LA NÉCESSITE DU LANGAGE SCOLASTIQUE POUR GARDER LA FOI,M. l’abbé D. COUTURE,Le Cercle d’Études Catholiques “Christus Rex”.,23.07.1993,Lauzon (Canada),23.07.1993,
/DUVE2,PHILOSOPHIE,LA DIALECTIQUE,M. DUVERGER,Session d’étude.,06 - 10-07.1992,Flavigny,06.07.1992,10.07.1992
/LO15,PHILOSOPHIE,Éléments de philosophie (1) LA LOGIQUE,M. l’abbe A. LORANS,Série de 7 conférences (LO 21 à 27) “Éléments de philosophie”,22.11.1993,"Institut Uni. St Pie X, Paris",22.11.1993,
/lo22,PHILOSOPHIE,Éléments de philosophie (2) LA PHILOSOPHIE DE LA NATURE,M. l'abbé A. LORANS,"Éléments de philosophie
Série de 7 conférences (LO 21 à 27)",20.12.1993,"Institut Uni. St Pie X, Paris",20.12.1993,
/lo23,PHILOSOPHIE,Éléments de philosophie (3) LA PSYCHOLOGIE,M. l'abbé A. LORANS,"Éléments de philosophie
Série de 7 conférences (LO 21 à 27)",24.01.1994,"Institut Uni. St Pie X, Paris",24.01.1994,
/lo24,PHILOSOPHIE,Éléments de philosophie (4) Y A-T-IL UNE VÉRITÉ ?,M. l'abbé A. LORANS,"Éléments de philosophie
Série de 7 conférences (LO 21 à 27)",28.02.1994,"Institut Uni. St Pie X, Paris",28.02.1994,
/lo25,PHILOSOPHIE,Éléments de philosophie (5) - PEUT-ON SE PASSER DE MÉTAPHYSIQUE ?,M. l'abbé A. LORANS,"Éléments de philosophie
Série de 7 conférences (LO 21 à 27)",14.03.1994,"Institut Uni. St Pie X, Paris",14.03.1994,
/lo26,PHILOSOPHIE,Éléments de philosophie (6) PREUVES DE L'EXISTENCE DE DIEU,M. l'abbé A. LORANS,"Éléments de philosophie
Série de 7 conférences (LO 21 à 27)",25.04.1994,"Institut Uni. St Pie X, Paris",25.04.1994,
/lo27,PHILOSOPHIE,Éléments de philosophie (7) LA MORALE,M. l'abbé A. LORANS,"Éléments de philosophie
Série de 7 conférences (LO 21 à 27)",25.04.1994,"Institut Uni. St Pie X, Paris",25.04.1994,
/ru25,PHILOSOPHIE,COURS DE PHILOSOPHIE (42 cours ),M. l'abbé J.-M. RULLEAU,"42 cours de 50 minutes
Physique d’Aristote.
Notions générales.
L’âme humaine.",1997 - 1998,"Séminaire Inter. St Pie X, Écône",,31.12.1998
/ru24,PHILOSOPHIE,ÉLÉMENTS DE PHILOSOPHIE POLITIQUE (24 cours),M. l’abbé J.-M. RULLEAU,24 cours de 50 minutes,1997 - 1998,"Séminaire Inter. St Pie X, Écône",,31.12.1998
/ru22,PHILOSOPHIE,INTRODUCTION A LA PHILOSOPHIE (27 cours),M. l’abbé J.-M. RULLEAU,"27 cours de 50 min
Introduction – Histoire et présocratiques – Parménide et Héraclite : 2 pôles – Les Atomistes, les Sophistes et Socrate – Platon – Les 4 questions fondamentales – Aristote, les Stoïciens, les Épicuriens et les Sceptiques – Le Néo-Platonisme – Philosophie de la philosophie et définitions – Le sens commun : fondement de la philosophie – La logique et les trois degrés d’abstraction : logique et physique, puis philosophie première – Divisions de la philosophie première – Logique – Rapport entre philosophie première et autres sciences. La philosophie pratique – Tableau des différentes parties de la philosophie – La philosophie des premiers chrétiens à St Augustin – St Augustin et Denys l’Aréopagite – Boèce ; âge préscolastique – XIe et XIIe siècle : diverses positions ; Universaux : philosophie arabe – Les Universités, St Augustin, St Thomas – St Bonaventure, les Averroïstes, Bacon – Scot et le nominalisme avec Guillaume d’Ockam – Maître Eckart : philosophie chrétienne ? – Philosophie chrétienne.",1997 - 1998,"Séminaire Inter. St Pie X, Écône",,31.12.1998
/ru27,PHILOSOPHIE,LES PREUVES DE L’EXISTENCE DE DIEU,M. l’abbe J.M. RULLEAU,,,,,
/ru28,PHILOSOPHIE,MÉTAPHYSIQUE LIVRE VII,M. l’abbé J.-M. RULLEAU,16 cours de 45 minutes environ,,Bellaigue,,
/v08,PHILOSOPHIE,AUTOUR DE SOCRATE,M. le prof. D. VIAIN,Horizons et limites de la sagesse antique.,02.10.1993,Sion,02.10.1993,
/a06,POLITIQUE,QUEL RAPPORT ENTRE MONDIALISME ET ŒCUMÉNISME ?,M. l’abbé J.-P. ANDRÉ,,25.01.1994,Sion,25.01.1994,
/BERN1,POLITIQUE,"L’EMPIRE ÉCOLOGIQUE, OU LA SUBVERSION DE L’ÉCOLOGIE PAR LE MONDIALISME",M. P. BERNARDIN,,18.11.2000,Saillon,18.11.2000,
/BOURB1,POLITIQUE,COMMENT RÉSISTER AU NOUVEL ORDRE MONDIAL ET À L'EUROMONDIALISME,M. J. BOURBON,Conférence du MCCVs.,19.11.2005,Sion,19.11.2005,
/DAM1,POLITIQUE,L’UNION EUROPÉENNE DANS TOUS SES MALHEURS,M. le prof. M. D’AMICO,,27.11.2004,Fully,27.11.2004,
/EMO1,POLITIQUE,LA SITUATION DE NOTRE ARMÉE SUISSE AUJOURD’HUI,M. J. EMONET,Conférence du MCCVs.,22.05.1999,Martigny,22.05.1999,
/fran1,POLITIQUE,LE MONDIALISME : QUELLE MENACE POUR LA FRANCE ?,M. R. FRANCOLIER,,12.05.1997,"Institut Universitaire St-Grégoire le Grand, Lyon",12.05.1997,
/las5,POLITIQUE,LA DÉSINFORMATION MÉDIATIQUE,M. A. de LASSUS,,10.11.1993,"Lauzon, Canada",10.11.1993,
/ma6,POLITIQUE,LA SITUATION ACTUELLE DU MONDE,Rev. Pere J.J. MARZIAC,,29.11.1997,Riddes,29.11.1997,
/MOL1,POLITIQUE,LE GOUVERNEMENT MONDIAL ET L’AVENIR DES NATIONS,M. MOLNAR,,,"Lauzon, Canada",,
/MOUT1,POLITIQUE,LE CONFLIT ISRAËLO - ARABE OU : “LA PRÉPARATION À LA RECONSTRUCTION DU TEMPLE DE JÉRUSALEM”,M. C. MOUTON,,1990 - 1995,,,31.12.1995
/wi11,POLITIQUE,WORLD TRADE CENTER : LA PUNITION DE DIEU,Mgr R. WILLIAMSON,,10.2001,Bordeaux,01.10.2001,31.10.2001
/e08,POUR LES ENFANTS,ANNE DE GUIGNÉ,Mlle M. BASSET,"Née le 25 avril 1911 à Annecy-le-Vieux, morte en odeur de sainteté le 14 janvier 1922 à Cannes - Villa Saint-Benoît.",14.01,,,
/E15,POUR LES ENFANTS,"HERMAN WIJNS, PETIT PRÊTRE",Par une lectrice,"Né le 15 mars 1931, mort en odeur de sainteté le 26 mai 1941. Une vie magnifique à écouter absolument.",,,,
/e27,POUR LES ENFANTS,INSTRUCTION (8),M. l'abbé M.,"5 sermons aux enfants du catéchisme
Avent : L’année liturgique racontée aux enfants.
Tout près de Noël : Le plus beau cadeau.
Carême : la Foi, est-ce important ?
Notre-Dame du Rosaire et Lépante.
La Messe des morts : Le père de St Louis Bertrand.",,Sion,,
/e29,POUR LES ENFANTS,INSTRUCTIONS (10),M. l'abbé M.,"Sermons aux enfants du catéchisme
Le Carême.
Dieu nous a créés parce qu’Il nous aime.
Les dons du Saint-Esprit.
Les saint Rois-Mages.
Le Sacré-Coeur.
Les vacances scolaires.",,Sion,,
/e31,POUR LES ENFANTS,INSTRUCTIONS (12),Abbé M.,"Sermons aux enfants du catéchisme
Le Saint-Esprit.
Enfin la Première Communion !
Le Miracle Eucharistique du moine du désert.
Donner sa vie pour ceux qu’on aime?
La purification de nos péchés (deux miracles eucharistiques).
La confession (chants d’enfants).",,Sion,,
/E13,POUR LES ENFANTS,LA BELLE HISTOIRE DE FATIMA – SON MESSAGE ET SES MYSTÈRES,Par une conteuse,Enfants,,,,
/e32,POUR LES ENFANTS,LA BELLE HISTOIRE DE NOTRE-DAME DE PONTMAIN,Des conteurs,Enfants,,,,
/e33,POUR LES ENFANTS,LE CAPITAINE DARREBERG ET NOTRE-DAME DE LA SALETTE,Des conteurs,Enfants,,,,
/e26,POUR LES ENFANTS,LE SAINT CURE D’ARS,Par un conteur,Enfants,,,,
/E14,POUR LES ENFANTS,LE SECRET DE LA SALETTE,Par une lectrice,"Donné le 19 septembre 1846
Courte biographie de Mélanie Calvat et de Maximin.
Le secret, écrit par Mélanie Calvat à Altamura, le 21.11 1878.
Publié par la Bergère de la Salette avec l’Imprimatur de Monseigneur Zola.",,,,
/e25,POUR LES ENFANTS,NOTRE-DAME DE GUADALUPE - LE JONGLEUR DE NOTRE-DAME - PLUME D’ARGENT - L’HOMME QUI CHERCHAIT LE DIABLE,Par un conteur,Enfants.,,,,
/E10,POUR LES ENFANTS,NOTRE-DAME DE LA SALETTE,Par une conteuse,L’apparition du 19 septembre 1846 racontée aux enfants.,,,,
/E11,POUR LES ENFANTS,NOTRE-DAME DE LOURDES - STE GERTRUDE – LE SACRIFICE,M. l'abbé M.,"3 sermons aux enfants du catéchisme
Notre-Dame de Lourdes – Sainte Gertrude – Le Sacrifice.
Qu’est-ce que le sacrifice ?
Le sacrifice du petit Guy de Fontgalland.",11.02,Sion,,
/E18,POUR LES ENFANTS,SAINT ANTOINE DE PADOUE - SUR LES SENTIERS DES BOROROS - LA ROME CHRÉTIENNE - SAINT PIERRE DE ROME,Par un conteur,Enfants,,,,
/E19,POUR LES ENFANTS,SAINT BENOÎT - SAINTE THÉRÈSE DE L’ENFANT JÉSUS,Par un conteur,Enfants.,,,,
/E12,POUR LES ENFANTS,SAINT DOMINIQUE SAVIO,Par une conteuse,"La très belle vie de cet élève de saintt Jean Bosco. Mort à 15 ans, il est le modèle et le protecteur de la jeunesse.",,,,
/E16,POUR LES ENFANTS,SAINT DOMINIQUE SAVIO - MICHEL MAGON,Par un conteur,Enfants,,,,
/e22-1,POUR LES ENFANTS,SAINT FRANÇOIS D’ASSISE,Par un conteur,Enfants,,,,
/E20,POUR LES ENFANTS,SAINT FRANCOIS XAVIER - SAINT FRANCOIS DE SALES,Par un conteur,Enfants,,,,
/e23,POUR LES ENFANTS,SAINT JEAN BOSCO,Par un conteur,Enfants,,,,
/e24,POUR LES ENFANTS,SAINT PAUL DE LA CROIX - SAINT MAXIMILIEN KOLBE - SAINT MARTIN DE PORRES,Par un conteur,Enfants,,,,
/E17,POUR LES ENFANTS,SAINTE CATHERINE DE SIENNE - SAINT GABRIEL DE L’ADDOLORATA,Par un conteur,Enfants,,,,
/e18b,POUR LES ENFANTS,SAINTE CATHERINE LABOURÉ – LE LOUP DE GUBBIO,Par un conteur,Deux récits captivants.,,,,
/e22-2,POUR LES ENFANTS,SAINTE CLAIRE D’ASSISE,Par un conteur,Enfants,,,,
/e09,POUR LES ENFANTS,SAINTE JEANNE D’ARC,Par une conteuse,"Née à Domrémy, le 6 janvier 1412, Jeanne est appelée à une grande mission. Devenue cheffe de guerre, elle libère la France des Anglais et fait couronner Charles VII. Elle fut brûlée vive le 30 mai 1431 à Rouen.",06.01,,,
/e06,POUR LES ENFANTS,SERMONS : LE TRÉSOR CACHÉ - LE SAINT SCRIFICE DE LA MESSE RACONTÉ AUX ENFANTS,M. l'abbé M.,Enfants : 6 Sermons aux enfants du catéchisme.,,Sion,,
/e02,POUR LES ENFANTS,VIE DE SAINTS (2),M. l'abbé M.,"Enfants : 4 Sermons aux enfants du catéchisme
Saint Faustin et saint Jovite, 15 février.
Saint Jean de Matha, 8 février.
Saint Pascal Baylon, 17 mai.
Saint Athanas, 2 mai.",15.02,Sion,,
/e05,POUR LES ENFANTS,VIE DE SAINTS (5),M. l'abbé M.,"Enfants : Sermons aux enfants du catéchisme
Saint Nicolas de Myre, 6 décembre.
La Sainte Vierge au Temple, 21 novembre.
Annonciation, 25 mars.
La valeur du Saint Sacrifice de la Messe.
Le mois de Marie.
La Passion de Jésus.",06.12,Sion,,
/e01,POUR LES ENFANTS,VIE DE SAINTS (6),M. l'abbé M.,"Enfants : 6 Sermons aux enfants du catéchisme
Saint Isidore et la Sainte Messe, 13 février.
Notre-Dame de Guadalupe, 12 décembre.
Sainte Marguerite-Marie à La Coque, 17 octobre.
Saint Mathieu, 21 août.
Saint Léon le Grande, 11 avril.
Saint Josaphat, 14 novembre.",13.02,Sion,,
/e03,POUR LES ENFANTS,VIE DES SAINTS (3),M. l'abbé M.,"Enfants : Sermons aux enfants du catéchisme
Sainte Lucie, 13 décembre.
Sainte Cécile, 22 novembre.
Saint Albert le Grand, 15 novembre.
Saint François Caracciolo, 4 juin.
Saint André, Apôtre, 30 novembre.
Les saintes âmes du purgatoire.",13.12,Sion,,
/e04,POUR LES ENFANTS,VIES DE SAINTS (4),M. l'abbé M.,"Sermons aux enfants du catéchisme
Saint Pie X, 3 septembre.
Saint Stanislas, 14 mai.
Saint André Corsini, 4 février.
Saint Jean Népomucène, 16 mai.
Saint Romuald, 7 février.
Saint Jean Bosco, 31 janvier.",03.09,Sion,,
/e07,POUR LES ENFANTS,VIES DE SAINTS (7),M. l'abbé M.,"Enfants : 7 Sermons aux enfants du catéchisme
Saint Paul de la Croix, 28 avril.
Saint Blaise, 3 février.
Saint Grégoire le Grand, 25 mai.
Sainte Catherine d’Alexandrie.
Le prêtre, le roi Maure et la Messe.
Le Mystère de l’Incarnation et la Messe.
La Communion.",28.04,Sion,,
/e28,POUR LES ENFANTS,VIES DES SAINTE ET INSTRUCTIONS (9),M. l'abbé M.,"Sermons aux enfants du catéchisme
Saint Paul : La conversion, 25 janvier.
Saint Tite, 6 février.
Saint Marc, 25 mars.
L’Épiphanie, 6 janvier.
La Dédicace de Saint-Pierre et Saint-Paul, 18 novembre.
L’Enfer : Le temps de la Passion.
Chants
Sainte Vierge ô ma Mère.
Sur la patène.",25.01,Sion,,
/e30,POUR LES ENFANTS,VIES DES SAINTES ET INSTRUCTIONS (11),Abbé M.,"Sermons aux enfants du catéchisme
Jean de Saint-Facond et la messe.
Charlemagne, le Duc de Saxe et la messe.
Jean d’Alverne et la messe.
Quel est le plus grand miracle?
La valeur du Sacrifice parfait.
L’Annonciation (5 chants d’enfants).",,Sion,,
/E21,POUR LES ENFANTS,SAINT FRANÇOIS D’ASSISE - SAINTE CLAIRE D’ASSISE,Par un conteur,Enfants,,,,
/BERN2,PSYCHOLOGIE,MACHIAVEL PÉDAGOGUE OU LE MINISTÈRE DE LA RÉFORME PSYCHOLOGIQUE,M. P. BERNARDIN,,23.04.1997,Bruxelles,23.04.1997,
/lo43,PSYCHOLOGIE,FOI ET PSYCHANALYSE (Freud et le Diable),M. l’abbé A. LORANS,«Questions actuelles de psychologie».,1994 - 1995,"Institut Uni. St Pie X, Paris",,31.12.1995
/lo03,PSYCHOLOGIE,LA DÉPRESSION (1),M. l’abbé A. LORANS,Les déprimés ont-ils besoin de comprimés ?,13.03.1989,"Institut Uni. St Pie X, Paris",13.03.1989,
/LO13,PSYCHOLOGIE,LA DÉPRESSION (2),M. l’abbé A. LORANS,,02.10.1993,Sion,02.10.1993,
/lo02,PSYCHOLOGIE,LA PSYCHANALYSE,M. l’abbé A. LORANS,Une conférence spécialement conseillée aux étudiants des écoles supérieures et à toute personne chargée d’éducation.,21.05.1985,Sion,21.05.1985,
/lo29,PSYCHOLOGIE,LA PSYCHOLOGIE DE LA LIBÉRATION,M. l’abbé A. LORANS,Session d’étude,09 - 14.07.1990,Flavigny,09.07.1990,14.07.1990
/lo05,PSYCHOLOGIE,LA SUBVERSION PSYCHANALYTIQUE,M. l’abbé A. LORANS,Intervention au colloque de l’Institut Universitaire St Pie X.,1989,"Institut Uni. St Pie X, Paris",01.01.1989,31.12.1989
/lo36,PSYCHOLOGIE,LES ANTI-DÉPRESSEURS OU LE BONHEUR SUR ORDONNANCE,M. l’abbé A. LORANS,Avec l’autorisation du Cercle d’Études Catholique “Christus Rex” Lauzon.,26.01.1995,"Lauzon, Canada",26.01.1995,
/lo44,PSYCHOLOGIE,LES NOUVEAUX TRAITEMENTS DE LA DÉPRESSION,M. l’abbé A. LORANS,,07.11.1994,"Institut Uni. St Pie X, Paris",07.11.1994,
/lo46,PSYCHOLOGIE,PSYCHOLOGIE ET DIRECTION SPIRITUELLE,M. l’abbe A. LORANS,,15.05.1995,"Institut Uni. St Pie X, Paris",15.05.1995,
/lo01,PSYCHOLOGIE,PSYCHOPATHOLOGIE ET EXORCISME (Les démons et les déments),M. l’abbé A. LORANS,,06.02.1989,"Institut Uni. St Pie X, Paris",06.02.1989,
/lo45,PSYCHOLOGIE,RUDOLF ALLERS OU L’ANTI-FREUD : UN PSYCHAITRE PHILOSOPHE,M. l’abbé A. LORANS,,09.01.1995,"Institut Uni. St Pie X, Paris",09.01.1995,
/mi2,PSYCHOLOGIE,LA COMMUNICATION,M. le prof. L. MILLET,Questions de psychologie,14.01.1991,"Institut Uni. St Pie X, Paris",14.01.1991,
/MI1,PSYCHOLOGIE,LA PSYCHOLOGIE EN ENTREPRISE,M. le prof. L. MILLET,,12.11.1990,"Institut Uni. St Pie X, Paris",12.11.1990,
/avr07,RETRAITES SPIRITUELLES,RÉCOLLECTION DE NOËL : “ET EN LUI ÉTAIT LA VIE”,Rév. père M. AVRIL,Méditations sur le prologue de Saint Jean.,2015,Salerans,01.01.2015,31.12.2015
/avr11,RETRAITES SPIRITUELLES,RETRAITE : LES INSONDABLES RICHESSES DU VERBE INCARNÉ,Rév. père M. AVRIL,"Besoin de solitude - Qui est Celui-ci ?
La Sainte Messe .
Une seule foi.
Incorporés au Christ total.
La vie d’identification à Jésus-Christ.
Jusqu’au bout de Jésus.",5 - 7.09.2017,Salerans,05.09.2017,07.09.2017
/avr02,RETRAITES SPIRITUELLES,RETRAITE : LES INSONDABLES RICHESSES EUCHARISTIQUES DE JÉSUS ET DE MARIE,Rév. père M. AVRIL,"Toutes les générations me proclameront bienheureuse.
Contemplation de Notre-Dame de la Sainte Messe.
Contemplation du Père et du Fils.
Spiritualité mariale de la Sainte Messe.
La Sainte Messe en ce Vendredi Saint.
Jésus, prêtre et hostie.
En Lui était la vie.
La dernière messe.
La vie d’union avec Marie.
Aimer Jésus avec le Cœur de Marie.",06 - 10.09.2016,Salerans,06.09.2016,10.09.2016
/avr10,RETRAITES SPIRITUELLES,RETRAITE DE LA SEMAINE SAINTE,Rév. père M. AVRIL,"La foi.
L’action de grâce.
Le péché.
La Sainte Messe.
Notre incorporation à Jésus.
Marie, Reine du Cénacle.
Heure Sainte devant le Reposoir.
L’Océan de douleur.
Le Chemin de la Croix.
Contemplation de Marie.",2017,Salerans,01.01.2017,31.12.2017
/avr01,RETRAITES SPIRITUELLES,RETRAITE EUCHARISTIQUE,Rév. père M. AVRIL,,09.2015,Salerans,01.09.2015,30.09.2015
